chr6,109323019,109324018,snp_rs2273668
chr6,109323853,109324852,snp_rs75675305
chr6,109325124,109326123,snp_rs75995854
chr6,109325462,109326461,snp_rs113614274
chr6,109326121,109327120,snp_rs7761290
chr6,109328488,109329487,snp_rs573341295
chr6,109328973,109329972,snp_rs12200578
chr6,109329141,109330140,snp_rs12215344
chr6,109329153,109330152,snp_rs151285329
chr6,109329867,109330866,snp_rs12215736
chr6,109329917,109330916,snp_rs28504359
chr6,109330359,109331358,snp_rs6908184
chr6,109331277,109332276,snp_rs6568555
chr6,109339791,109340790,snp_rs12201821
chr6,109340798,109341797,snp_rs75671532
chr6,109341334,109342333,snp_rs7738483
chr6,109341341,109342340,snp_rs141674146
chr6,109341669,109342668,snp_rs11755471
chr6,109342193,109343192,snp_rs80099385
chr6,109342752,109343751,snp_rs544552358
chr6,109343148,109344147,snp_rs7769313
chr6,109344475,109345474,snp_rs76201299
chr6,109344541,109345540,snp_rs141852184
chr6,109345430,109346429,snp_rs12374658
chr6,109345684,109346683,snp_rs12374597
chr6,109346557,109347556,snp_rs7765732
chr6,109346762,109347761,snp_rs7766248
chr6,109347231,109348230,snp_rs113393759
chr6,109347480,109348479,snp_rs113948720
chr6,109348855,109349854,snp_rs35853071
chr6,109349628,109350627,snp_rs76430494
chr6,109349790,109350789,snp_rs79465564
chr6,109350050,109351049,snp_rs17070136
chr6,109352929,109353928,snp_rs12193075
chr6,109353019,109354018,snp_rs12206606
chr6,153447050,153448049,snp_rs13215402
chr6,153447752,153448751,snp_rs6934121
chr6,160581043,160582042,snp_rs4646284
chr7,1966341,1967340,snp_rs6978112
chr7,27976063,27977062,snp_rs10486567
chr7,27976863,27977862,snp_rs7808935
chr8,23521952,23522951,snp_rs7821330
chr8,23522241,23523240,snp_rs995433
chr8,23522245,23523244,snp_rs11135765
chr8,23522351,23523350,snp_rs995432
chr8,23524858,23525857,snp_rs11782388
chr8,23525043,23526042,snp_rs13265330
chr8,23529021,23530020,snp_rs1160267
chr8,23534719,23535718,snp_rs13262167
chr8,25893701,25894700,snp_rs141811748
chr8,128103617,128104616,snp_rs183373024
chr8,128531637,128532636,snp_rs10090154
chr9,19048457,19049456,snp_rs2233798
chr9,19048717,19049716,snp_rs6475313
chr9,33819455,33820454,snp_rs216368
chr9,33850183,33851182,snp_rs11448040
chr9,33991399,33992398,snp_rs12553803
chr9,33992107,33993106,snp_rs36063310
chr9,33992178,33993177,snp_rs10971837
chr9,34022610,34023609,snp_rs1631398
chr9,132572790,132573789,snp_rs1043186
chr9,132573036,132574035,snp_rs12634
chr9,132573579,132574578,snp_rs11791099
chr9,132585477,132586476,snp_rs550388349
chr9,132585968,132586967,snp_rs13300897
chr9,132596399,132597398,snp_rs3814548
chr9,132597340,132598339,snp_rs3758335
chr10,897705,898704,snp_rs35370435
chr10,898724,899723,snp_rs12768348
chr10,90248445,90249444,snp_rs2437875
chr10,104417850,104418849,snp_rs12773833
chr10,114709662,114710661,snp_rs113102683
chr10,114711172,114712171,snp_rs112385175
chr10,114711255,114712254,snp_rs10885396
chr10,114711483,114712482,snp_rs7094463
chr10,126696340,126697339,snp_rs4962720
chr10,126696372,126697371,snp_rs4962416
chr10,126696614,126697613,snp_rs4962419
chr10,126696827,126697826,snp_rs12769019
chr11,47376783,47377782,snp_rs71475909
chr11,47559933,47560932,snp_rs61895112
chr11,47599938,47600937,snp_rs2280231
chr11,76156989,76157988,snp_rs17245270
chr12,12870599,12871598,snp_rs2066827
chr12,14409028,14410027,snp_rs12300043
chr12,48419118,48420117,snp_rs80130819
chr12,53300519,53301518,snp_rs55958994
chr12,53308432,53309431,snp_rs113925811
chr12,53309084,53310083,snp_rs4919743
chr12,65017198,65018197,snp_rs1245169
chr12,65017344,65018343,snp_rs1245168
chr12,65017692,65018691,snp_rs2682714
chr12,65018225,65019224,snp_rs2701850
chr12,65019223,65020222,snp_rs2701849
chr12,65030748,65031747,snp_rs10784417
chr12,65031346,65032345,snp_rs11175483
chr12,65033525,65034524,snp_rs1383117
chr12,65033939,65034938,snp_rs1716496
chr12,65042903,65043902,snp_rs1795624
chr12,65044314,65045313,snp_rs1797688
chr12,65049654,65050653,snp_rs1797678
chr12,65050291,65051290,snp_rs566413790
chr12,65064669,65065668,snp_rs1716506
chr12,90156479,90157478,snp_rs10745515
chr12,90172440,90173439,snp_rs10777200
chr12,133066973,133067972,snp_rs28435470
chr12,133067489,133068488,snp_rs7295014
chr12,133136291,133137290,snp_rs7973123
chr12,133136345,133137344,snp_rs61952098
chr14,37131548,37132547,snp_rs12882923
chr15,41029167,41030166,snp_rs2304580
chr15,66794206,66795205,snp_rs28684409
chr16,57652837,57653836,snp_rs11862210
chr16,57653033,57654032,snp_rs11859370
chr16,57654076,57655075,snp_rs11863709
chr16,82171219,82172218,snp_rs41534745
chr16,82172676,82173675,snp_rs12598269
chr16,82181434,82182433,snp_rs1056675
chr16,82181477,82182476,snp_rs1064208
chr16,82182903,82183902,snp_rs2288050
chr16,82183015,82184014,snp_rs35817178
chr16,82185262,82186261,snp_rs12446210
chr16,82186634,82187633,snp_rs1862822
chr16,82200247,82201246,snp_rs7200628
chr17,617539,618538,snp_rs2474694
chr17,618465,619464,snp_rs684232
chr17,7815854,7816853,snp_rs60249108
chr17,7816042,7817041,snp_rs12943165
chr17,7816099,7817098,snp_rs12943443
chr17,7819243,7820242,snp_rs12941683
chr17,36103065,36104064,snp_rs11263763
chr17,47410021,47411020,snp_rs140503890
chr17,47410389,47411388,snp_rs11653762
chr17,47410993,47411992,snp_rs77247327
chr17,47411314,47412313,snp_rs111834333
chr17,47412078,47413077,snp_rs75092916
chr17,47439487,47440486,snp_rs36102386
chr17,56465564,56466563,snp_rs3837805
chr18,51780519,51781518,snp_rs11083046
chr18,51781394,51782393,snp_rs11083047
chr18,51790093,51791092,snp_rs5825066
chr18,51795347,51796346,snp_rs3730668
chr18,51829794,51830793,snp_rs12955457
chr18,56741176,56742175,snp_rs34349762
chr18,56741791,56742790,snp_rs4940809
chr18,56741946,56742945,snp_rs4940810
chr18,56742373,56743372,snp_rs4940442
chr18,56742404,56743403,snp_rs4940811
chr18,56742465,56743464,snp_rs4940812
chr18,56742638,56743637,snp_rs12326997
chr18,56742708,56743707,snp_rs12327308
chr18,56743167,56744166,snp_rs4940813
chr18,56743379,56744378,snp_rs4940814
chr18,56743592,56744591,snp_rs34192989
chr18,60987646,60988645,snp_rs62098660
chr19,41985087,41986086,snp_rs11672691
chr19,41985717,41986716,snp_rs2079811
chr19,42746729,42747728,snp_rs11878620
chr19,42746974,42747973,snp_rs79021928
chr19,51360340,51361339,snp_rs62113212
chr19,51361257,51362256,snp_rs17632542
chr19,51362037,51363036,snp_rs62113214
chr19,51362215,51363214,snp_rs76765083
chr20,31330830,31331829,snp_rs4911106
chr20,31349408,31350407,snp_rs6087990
chr22,29155670,29156669,snp_rs9306460
chr22,40439181,40440180,snp_rs113141267
chrX,11482134,11483133,snp_rs17321482
chrX,66743896,66744895,snp_rs5964602
chrX,66765127,66766126,snp_rs6152
chrX,70405397,70406396,snp_rs4844288
chr1,9241666,9242666,pos_1
chr1,181103789,181104789,pos_2
chr12,120883692,120884692,pos_3
chr13,114539935,114540935,pos_4
chr15,63448971,63449971,pos_5
chr16,1470333,1471333,pos_6
chr16,90061468,90062468,pos_7
chr17,4698904,4699904,pos_8
chr17,49031265,49032265,pos_9
chr17,54794538,54795538,pos_10
chr17,78667627,78668627,pos_11
chr17,80989670,80990670,pos_12
chr2,61504602,61505602,pos_13
chr20,30191620,30192620,pos_14
chr22,50843553,50844553,pos_15
chr3,53269821,53270821,pos_16
chr4,2010269,2011269,pos_17
chr5,57130694,57131694,pos_18
chr7,115224904,115225904,pos_19
chr8,143896778,143897778,pos_20
chr8,145060118,145061118,pos_21
chr9,118706106,118707106,pos_22
chr9,139444548,139445548,pos_23
chr9,139495768,139496768,pos_24
chrX,93655300,93656300,pos_25
chr1,1630024,1631024,neg_1
chr1,12919858,12920858,neg_2
chr1,22446289,22447289,neg_3
chr1,65430110,65431110,neg_4
chr1,85248634,85249634,neg_5
chr11,23029016,23030016,neg_6
chr11,71587045,71588045,neg_7
chr12,48323041,48324041,neg_8
chr16,86607513,86608513,neg_9
chr17,18449264,18450264,neg_10
chr10,95387020,95387904,neg_11
chr19,49513304,49514304,neg_12
chr2,58550442,58551442,neg_13
chr2,95485184,95486184,neg_14
chr2,177359202,177360202,neg_15
chr2,242743063,242744063,neg_16
chr22,23659472,23660472,neg_17
chr3,74845742,74846742,neg_18
chr3,144453587,144454587,neg_19
chr5,2725558,2726558,neg_20
chr5,73280036,73281036,neg_21
chr7,84600196,84601196,neg_22
chr7,153733401,153734401,neg_23
chr8,101092536,101093536,neg_24
chr9,141146733,141147733,neg_25
